orz,id,hero_star,star_quality,star_num,qualification1_id1,qualification1_num1,qualification1_id2,qualification1_num2,qualification2_id1,qualification2_num1,qualification2_id2,qualification2_num2,qualification3_id1,qualification3_num1,qualification3_id2,qualification3_num2,qualification4_id1,qualification4_num1,qualification4_id2,qualification4_num2,qualification5_id1,qualification5_num1,qualification5_id2,qualification5_num2,qualification6_id1,qualification6_num1,qualification6_id2,qualification6_num2,qualification7_id1,qualification7_num1,qualification7_id2,qualification7_num2,qualification8_id1,qualification8_num1,qualification8_id2,qualification8_num2,qualification9_id1,qualification9_num1,qualification9_id2,qualification9_num2,qualification10_id1,qualification10_num1,qualification10_id2,qualification10_num2,starlv_id1,starid_num1,starlv_id2,starid_num2,starlv_id3,starid_num3,starlv_id4,starid_num4,qualification1_type1,qualification1_value1,qualification1_type2,qualification1_value2,qualification1_type3,qualification1_value3,qualification2_type1,qualification2_value1,qualification2_type2,qualification2_value2,qualification2_type3,qualification2_value3,qualification3_type1,qualification3_value1,qualification3_type2,qualification3_value2,qualification3_type3,qualification3_value3,qualification4_type1,qualification4_value1,qualification4_type2,qualification4_value2,qualification4_type3,qualification4_value3,qualification5_type1,qualification5_value1,qualification5_type2,qualification5_value2,qualification5_type3,qualification5_value3,qualification6_type1,qualification6_value1,qualification6_type2,qualification6_value2,qualification6_type3,qualification6_value3,qualification7_type1,qualification7_value1,qualification7_type2,qualification7_value2,qualification7_type3,qualification7_value3,qualification8_type1,qualification8_value1,qualification8_type2,qualification8_value2,qualification8_type3,qualification8_value3,qualification9_type1,qualification9_value1,qualification9_type2,qualification9_value2,qualification9_type3,qualification9_value3,qualification10_type1,qualification10_value1,qualification10_type2,qualification10_value2,qualification10_type3,qualification10_value3,starlv_type1,starlv_value1,starlv_type2,starlv_value2,starlv_type3,starlv_value3,skillid1,skillid2,skillid3,skillid4,skillid5,skillid6,skillid7,skillid0,skillopen,qualification1,qualification2,qualification3,qualification4,qualification5,qualification6,qualification7,qualification8,qualification9,qualification10,starlv,qualification_icon1,qualification_icon2,qualification_icon3,qualification_icon4,qualification_icon5,qualification_icon6,qualification_icon7,qualification_icon8,qualification_icon9,qualification_icon10,starlv_icon
298,2009,13,6,1,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,30101000,0,12200901,6,0,0,9,46230,0,0,99,2426496,30,2900,0,0,99,2426496,9,46230,0,0,99,2426496,30,2900,0,0,99,2426496,9,46230,0,0,99,2426496,30,2900,0,0,99,2426496,30,2900,0,0,99,2426496,30,2900,0,0,99,2426496,30,2900,0,0,99,2426496,0,0,0,0,0,0,6,398230,10,21360,99,9705984,200900,200901,200902,200903,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
299,2009,14,6,2,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,30101000,0,12200901,6,0,0,9,55350,0,0,99,2904960,30,3470,0,0,99,2904960,9,55350,0,0,99,2904960,30,3470,0,0,99,2904960,9,55350,0,0,99,2904960,30,3470,0,0,99,2904960,30,3470,0,0,99,2904960,30,3470,0,0,99,2904960,30,3470,0,0,99,2904960,0,0,0,0,0,0,6,476750,10,25570,99,11619840,200900,200901,200902,200903,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
300,2009,15,6,3,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,12200901,6,91000001,0,30101000,0,12200901,6,0,0,9,65120,0,0,99,3417600,30,4090,0,0,99,3417600,9,65120,0,0,99,3417600,30,4090,0,0,99,3417600,9,65120,0,0,99,3417600,30,4090,0,0,99,3417600,30,4090,0,0,99,3417600,30,4090,0,0,99,3417600,30,4090,0,0,99,3417600,0,0,0,0,0,0,6,560890,10,30080,99,13670400,200900,200901,200902,200903,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
301,2010,1,2,1,91000001,0,12201001,0,91000001,0,12201001,0,91000001,0,12201001,0,91000001,0,12201001,0,91000001,0,12201001,0,91000001,0,12201001,0,91000001,0,12201001,0,91000001,0,12201001,0,91000001,0,12201001,0,91000001,0,12201001,0,91000001,0,30101000,0,12201001,0,0,0,7,0,0,0,99,0,30,0,0,0,99,0,10,0,0,0,99,0,7,0,0,0,99,0,30,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,0,0,0,0,0,0,6,0,8,0,99,0,201000,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,0,0,0,0,0,0,0,0,0,0,icon_hero_yxwd_zizhi_07
302,2010,2,2,2,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,30101000,0,12201001,1,0,0,7,20,0,0,99,6075,30,10,0,0,99,6075,10,20,0,0,99,6075,7,20,0,0,99,6075,30,10,0,0,99,6075,10,20,0,0,99,6075,10,20,0,0,99,6075,10,20,0,0,99,6075,10,20,0,0,99,6075,0,0,0,0,0,0,6,1760,8,70,99,24302,201000,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
303,2010,3,2,3,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,12201001,1,91000001,0,30101000,0,12201001,1,0,0,7,60,0,0,99,16708,30,20,0,0,99,16708,10,50,0,0,99,16708,7,60,0,0,99,16708,30,20,0,0,99,16708,10,50,0,0,99,16708,10,50,0,0,99,16708,10,50,0,0,99,16708,10,50,0,0,99,16708,0,0,0,0,0,0,6,4840,8,190,99,66833,201000,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
304,2010,4,3,1,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,30101000,0,12201001,2,0,0,7,110,0,0,99,34175,30,50,0,0,99,34175,10,100,0,0,99,34175,7,110,0,0,99,34175,30,50,0,0,99,34175,10,100,0,0,99,34175,10,100,0,0,99,34175,10,100,0,0,99,34175,10,100,0,0,99,34175,0,0,0,0,0,0,6,9890,8,390,99,136704,201000,201001,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
305,2010,5,3,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,30101000,0,12201001,2,0,0,7,200,0,0,99,60757,30,90,0,0,99,60757,10,170,0,0,99,60757,7,200,0,0,99,60757,30,90,0,0,99,60757,10,170,0,0,99,60757,10,170,0,0,99,60757,10,170,0,0,99,60757,10,170,0,0,99,60757,0,0,0,0,0,0,6,17580,8,690,99,243029,201000,201001,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
306,2010,6,3,3,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,12201001,2,91000001,0,30101000,0,12201001,2,0,0,7,320,0,0,99,97211,30,140,0,0,99,97211,10,280,0,0,99,97211,7,320,0,0,99,97211,30,140,0,0,99,97211,10,280,0,0,99,97211,10,280,0,0,99,97211,10,280,0,0,99,97211,10,280,0,0,99,97211,0,0,0,0,0,0,6,28130,8,1100,99,388846,201000,201001,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
307,2010,7,4,1,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,30101000,0,12201001,4,0,0,7,500,0,0,99,151893,30,220,0,0,99,151893,10,430,0,0,99,151893,7,500,0,0,99,151893,30,220,0,0,99,151893,10,430,0,0,99,151893,10,430,0,0,99,151893,10,430,0,0,99,151893,10,430,0,0,99,151893,0,0,0,0,0,0,6,43960,8,1720,99,607573,201000,201001,201002,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
308,2010,8,4,2,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,30101000,0,12201001,4,0,0,7,800,0,0,99,243029,30,340,0,0,99,243029,10,690,0,0,99,243029,7,800,0,0,99,243029,30,340,0,0,99,243029,10,690,0,0,99,243029,10,690,0,0,99,243029,10,690,0,0,99,243029,10,690,0,0,99,243029,0,0,0,0,0,0,6,70330,8,2750,99,972117,201000,201001,201002,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
309,2010,9,4,3,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,12201001,4,91000001,0,30101000,0,12201001,4,0,0,7,1200,0,0,99,364543,30,520,0,0,99,364543,10,1040,0,0,99,364543,7,1200,0,0,99,364543,30,520,0,0,99,364543,10,1040,0,0,99,364543,10,1040,0,0,99,364543,10,1040,0,0,99,364543,10,1040,0,0,99,364543,0,0,0,0,0,0,6,105490,8,4120,99,1458176,201000,201001,201002,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
310,2010,10,5,1,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,30101000,0,12201001,5,0,0,7,1730,0,0,99,524031,30,740,0,0,99,524031,10,1490,0,0,99,524031,7,1730,0,0,99,524031,30,740,0,0,99,524031,10,1490,0,0,99,524031,10,1490,0,0,99,524031,10,1490,0,0,99,524031,10,1490,0,0,99,524031,0,0,0,0,0,0,6,151650,8,5930,99,2096128,201000,201001,201002,201003,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
311,2010,11,5,2,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,30101000,0,12201001,5,0,0,7,2300,0,0,99,698709,30,990,0,0,99,698709,10,1990,0,0,99,698709,7,2300,0,0,99,698709,30,990,0,0,99,698709,10,1990,0,0,99,698709,10,1990,0,0,99,698709,10,1990,0,0,99,698709,10,1990,0,0,99,698709,0,0,0,0,0,0,6,202190,8,7900,99,2794837,201000,201001,201002,201003,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
312,2010,12,5,3,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,12201001,5,91000001,0,30101000,0,12201001,5,0,0,7,2900,0,0,99,880981,30,1250,0,0,99,880981,10,2510,0,0,99,880981,7,2900,0,0,99,880981,30,1250,0,0,99,880981,10,2510,0,0,99,880981,10,2510,0,0,99,880981,10,2510,0,0,99,880981,10,2510,0,0,99,880981,0,0,0,0,0,0,6,254940,8,9960,99,3523925,201000,201001,201002,201003,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
313,2010,13,6,1,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,30101000,0,12201001,6,0,0,7,3550,0,0,99,1078442,30,1530,0,0,99,1078442,10,3070,0,0,99,1078442,7,3550,0,0,99,1078442,30,1530,0,0,99,1078442,10,3070,0,0,99,1078442,10,3070,0,0,99,1078442,10,3070,0,0,99,1078442,10,3070,0,0,99,1078442,0,0,0,0,0,0,6,312080,8,12200,99,4313770,201000,201001,201002,201003,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
314,2010,14,6,2,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,30101000,0,12201001,6,0,0,7,4250,0,0,99,1291093,30,1830,0,0,99,1291093,10,3680,0,0,99,1291093,7,4250,0,0,99,1291093,30,1830,0,0,99,1291093,10,3680,0,0,99,1291093,10,3680,0,0,99,1291093,10,3680,0,0,99,1291093,10,3680,0,0,99,1291093,0,0,0,0,0,0,6,373620,8,14600,99,5164373,201000,201001,201002,201003,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
315,2010,15,6,3,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,12201001,6,91000001,0,30101000,0,12201001,6,0,0,7,5010,0,0,99,1518933,30,2150,0,0,99,1518933,10,4320,0,0,99,1518933,7,5010,0,0,99,1518933,30,2150,0,0,99,1518933,10,4320,0,0,99,1518933,10,4320,0,0,99,1518933,10,4320,0,0,99,1518933,10,4320,0,0,99,1518933,0,0,0,0,0,0,6,439550,8,17180,99,6075733,201000,201001,201002,201003,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
316,2011,1,2,1,91000001,0,12201101,0,91000001,0,12201101,0,91000001,0,12201101,0,91000001,0,12201101,0,91000001,0,12201101,0,91000001,0,12201101,0,91000001,0,12201101,0,91000001,0,12201101,0,91000001,0,12201101,0,91000001,0,12201101,0,91000001,0,30101000,0,12201101,0,0,0,29,0,0,0,99,0,10,0,0,0,99,0,29,0,0,0,99,0,10,0,0,0,99,0,29,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,0,0,0,0,0,0,6,0,30,0,99,0,201100,0,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,0,0,0,0,0,0,0,0,0,0,icon_hero_yxwd_zizhi_07
317,2011,2,2,2,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,30101000,0,12201101,1,0,0,29,100,0,0,99,20505,10,70,0,0,99,20505,29,100,0,0,99,20505,10,70,0,0,99,20505,29,100,0,0,99,20505,10,70,0,0,99,20505,10,70,0,0,99,20505,10,70,0,0,99,20505,10,70,0,0,99,20505,0,0,0,0,0,0,6,5140,30,180,99,82022,201100,0,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
318,2011,3,2,3,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,12201101,1,91000001,0,30101000,0,12201101,1,0,0,29,270,0,0,99,56390,10,190,0,0,99,56390,29,270,0,0,99,56390,10,190,0,0,99,56390,29,270,0,0,99,56390,10,190,0,0,99,56390,10,190,0,0,99,56390,10,190,0,0,99,56390,10,190,0,0,99,56390,0,0,0,0,0,0,6,14140,30,480,99,225561,201100,0,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
319,2011,4,3,1,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,30101000,0,12201101,2,0,0,29,550,0,0,99,115344,10,400,0,0,99,115344,29,550,0,0,99,115344,10,400,0,0,99,115344,29,550,0,0,99,115344,10,400,0,0,99,115344,10,400,0,0,99,115344,10,400,0,0,99,115344,10,400,0,0,99,115344,0,0,0,0,0,0,6,28910,30,990,99,461376,201100,201101,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
320,2011,5,3,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,30101000,0,12201101,2,0,0,29,980,0,0,99,205056,10,700,0,0,99,205056,29,980,0,0,99,205056,10,700,0,0,99,205056,29,980,0,0,99,205056,10,700,0,0,99,205056,10,700,0,0,99,205056,10,700,0,0,99,205056,10,700,0,0,99,205056,0,0,0,0,0,0,6,51400,30,1760,99,820224,201100,201101,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
321,2011,6,3,3,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,12201101,2,91000001,0,30101000,0,12201101,2,0,0,29,1570,0,0,99,328089,10,1130,0,0,99,328089,29,1570,0,0,99,328089,10,1130,0,0,99,328089,29,1570,0,0,99,328089,10,1130,0,0,99,328089,10,1130,0,0,99,328089,10,1130,0,0,99,328089,10,1130,0,0,99,328089,0,0,0,0,0,0,6,82240,30,2820,99,1312358,201100,201101,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
