lazyid,id,name,lv,needitem,neednum,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8
2027006,52040206,圣独角兽,6,52040206,64,7,3430,9,6860,29,3430,6,33960,8,3290,10,7000,30,3330,99,2720200
2027007,52040206,圣独角兽,7,52040206,90,7,5120,9,10240,29,5120,6,50650,8,4910,10,10440,30,4960,99,4058000
2027008,52040206,圣独角兽,8,52040206,120,7,7260,9,14520,29,7260,6,71860,8,6970,10,14810,30,7040,99,5756700
2027009,52040206,圣独角兽,9,52040206,150,7,9900,9,19800,29,9900,6,98040,8,9500,10,20210,30,9600,99,7851300
2027010,52040206,圣独角兽,10,52040206,180,7,13090,9,26180,29,13090,6,129580,8,12560,10,26710,30,12690,99,10379100
2027011,52040206,圣独角兽,11,52040206,220,7,16860,9,33720,29,16860,6,166910,8,16180,10,34400,30,16350,99,13369200
2027012,52040206,圣独角兽,12,52040206,260,7,21250,9,42500,29,21250,6,210390,8,20390,10,43370,30,20610,99,16851300
2027013,52040206,圣独角兽,13,52040206,310,7,26310,9,52620,29,26310,6,260400,8,25240,10,53670,30,25510,99,20859500
2027014,52040206,圣独角兽,14,52040206,350,7,32060,9,64120,29,32060,6,317320,8,30760,10,65410,30,31080,99,25418900
2027015,52040206,圣独角兽,15,52040206,400,7,38540,9,77080,29,38540,6,381500,8,36980,10,78630,30,37370,99,30558500
2027016,52040206,圣独角兽,16,52040206,460,7,45790,9,91580,29,45790,6,453280,8,43940,10,93430,30,44400,99,36308100
2027017,52040206,圣独角兽,17,52040206,520,7,53840,9,107680,29,53840,6,533010,8,51670,10,109860,30,52210,99,42693200
2027018,52040206,圣独角兽,18,52040206,580,7,62740,9,125480,29,62740,6,621020,8,60200,10,128010,30,60830,99,49745900
2027019,52040206,圣独角兽,19,52040206,640,7,72500,9,145000,29,72500,6,717640,8,69570,10,147920,30,70300,99,57485800
2027020,52040206,圣独角兽,20,0,0,7,83160,9,166320,29,83160,6,823200,8,79800,10,169680,30,80640,99,65940000
1028001,52040107,绿龙,1,52040107,3,7,80,9,160,29,80,6,860,8,80,10,170,30,90,99,66700
1028002,52040107,绿龙,2,52040107,6,7,150,9,300,29,150,6,1640,8,160,10,320,30,160,99,125800
1028003,52040107,绿龙,3,52040107,12,7,310,9,620,29,310,6,3440,8,330,10,670,30,340,99,262300
1028004,52040107,绿龙,4,52040107,24,7,600,9,1200,29,600,6,6610,8,640,10,1280,30,650,99,505200
1028005,52040107,绿龙,5,52040107,40,7,1050,9,2100,29,1050,6,11440,8,1110,10,2220,30,1130,99,878800
1028006,52040107,绿龙,6,52040107,64,7,1660,9,3320,29,1660,6,18190,8,1770,10,3530,30,1800,99,1395300
1028007,52040107,绿龙,7,52040107,90,7,2480,9,4960,29,2480,6,27130,8,2640,10,5270,30,2690,99,2083100
1028008,52040107,绿龙,8,52040107,120,7,3520,9,7040,29,3520,6,38500,8,3740,10,7480,30,3810,99,2955000
1028009,52040107,绿龙,9,52040107,150,7,4800,9,9600,29,4800,6,52520,8,5100,10,10200,30,5200,99,4030400
1028010,52040107,绿龙,10,52040107,180,7,6350,9,12700,29,6350,6,69420,8,6740,10,13490,30,6880,99,5329900
1028011,52040107,绿龙,11,52040107,220,7,8170,9,16340,29,8170,6,89410,8,8690,10,17370,30,8860,99,6862700
1028012,52040107,绿龙,12,52040107,260,7,10300,9,20600,29,10300,6,112710,8,10950,10,21900,30,11160,99,8650200
1028013,52040107,绿龙,13,52040107,310,7,12750,9,25500,29,12750,6,139500,8,13550,10,27100,30,13820,99,10707000
1028014,52040107,绿龙,14,52040107,350,7,15540,9,31080,29,15540,6,169990,8,16510,10,33030,30,16840,99,13048300
1028015,52040107,绿龙,15,52040107,400,7,18690,9,37380,29,18690,6,204370,8,19850,10,39710,30,20240,99,15688900
1028016,52040107,绿龙,16,52040107,460,7,22200,9,44400,29,22200,6,242830,8,23590,10,47180,30,24050,99,18639600
1028017,52040107,绿龙,17,52040107,520,7,26110,9,52220,29,26110,6,285540,8,27740,10,55480,30,28280,99,21919800
1028018,52040107,绿龙,18,52040107,580,7,30420,9,60840,29,30420,6,332690,8,32320,10,64640,30,32950,99,25538800
1028019,52040107,绿龙,19,52040107,640,7,35150,9,70300,29,35150,6,384450,8,37350,10,74690,30,38080,99,29511500
1028020,52040107,绿龙,20,0,0,7,40320,9,80640,29,40320,6,441000,8,42840,10,85680,30,43680,99,33852000
2028001,52040207,翡翠龙,1,52040207,3,7,170,9,340,29,170,6,1560,8,170,10,340,30,160,99,132200
2028002,52040207,翡翠龙,2,52040207,6,7,320,9,640,29,320,6,2960,8,320,10,650,30,300,99,249700
2028003,52040207,翡翠龙,3,52040207,12,7,660,9,1320,29,660,6,6230,8,680,10,1360,30,640,99,522600
2028004,52040207,翡翠龙,4,52040207,24,7,1270,9,2540,29,1270,6,11970,8,1300,10,2620,30,1220,99,1003400
2028005,52040207,翡翠龙,5,52040207,40,7,2200,9,4400,29,2200,6,20700,8,2240,10,4530,30,2110,99,1735500
2028006,52040207,翡翠龙,6,52040207,64,7,3500,9,7000,29,3500,6,32920,8,3570,10,7210,30,3360,99,2761900
2028007,52040207,翡翠龙,7,52040207,90,7,5220,9,10440,29,5220,6,49100,8,5320,10,10750,30,5010,99,4118500
2028008,52040207,翡翠龙,8,52040207,120,7,7410,9,14820,29,7410,6,69660,8,7550,10,15250,30,7110,99,5844700
2028009,52040207,翡翠龙,9,52040207,150,7,10100,9,20200,29,10100,6,95030,8,10300,10,20810,30,9700,99,7971100
2028010,52040207,翡翠龙,10,52040207,180,7,13360,9,26720,29,13360,6,125620,8,13620,10,27500,30,12830,99,10540400
2028011,52040207,翡翠龙,11,52040207,220,7,17200,9,34400,29,17200,6,161800,8,17540,10,35420,30,16520,99,13573000
2028012,52040207,翡翠龙,12,52040207,260,7,21680,9,43360,29,21680,6,203950,8,22110,10,44650,30,20820,99,17108500
2028013,52040207,翡翠龙,13,52040207,310,7,26840,9,53680,29,26840,6,252430,8,27370,10,55270,30,25770,99,21178100
2028014,52040207,翡翠龙,14,52040207,350,7,32700,9,65400,29,32700,6,307610,8,33350,10,67350,30,31410,99,25805700
2028015,52040207,翡翠龙,15,52040207,400,7,39320,9,78640,29,39320,6,369820,8,40100,10,80970,30,37760,99,31026900
2028016,52040207,翡翠龙,16,52040207,460,7,46720,9,93440,29,46720,6,439400,8,47640,10,96210,30,44870,99,36865500
2028017,52040207,翡翠龙,17,52040207,520,7,54930,9,109860,29,54930,6,516690,8,56020,10,113130,30,52760,99,43347300
2028018,52040207,翡翠龙,18,52040207,580,7,64000,9,128000,29,64000,6,602010,8,65270,10,131810,30,61470,99,50504700
2028019,52040207,翡翠龙,19,52040207,640,7,73960,9,147920,29,73960,6,695670,8,75430,10,152320,30,71030,99,58363400
2028020,52040207,翡翠龙,20,0,0,7,84840,9,169680,29,84840,6,798000,8,86520,10,174720,30,81480,99,66948000
1029001,52050101,低语者,1,52050101,3,7,80,9,160,29,80,6,850,8,90,10,170,30,80,99,66500
1029002,52050101,低语者,2,52050101,6,7,150,9,300,29,150,6,1620,8,160,10,320,30,150,99,124400
1029003,52050101,低语者,3,52050101,12,7,310,9,620,29,310,6,3410,8,340,10,680,30,310,99,260200
1029004,52050101,低语者,4,52050101,24,7,600,9,1200,29,600,6,6550,8,660,10,1310,30,600,99,502500
1029005,52050101,低语者,5,52050101,40,7,1050,9,2100,29,1050,6,11330,8,1140,10,2270,30,1050,99,874100
1029006,52050101,低语者,6,52050101,64,7,1660,9,3320,29,1660,6,18020,8,1820,10,3600,30,1660,99,1386400
1029007,52050101,低语者,7,52050101,90,7,2480,9,4960,29,2480,6,26870,8,2710,10,5370,30,2480,99,2068900
1029008,52050101,低语者,8,52050101,120,7,3520,9,7040,29,3520,6,38130,8,3850,10,7630,30,3520,99,2937100
1029009,52050101,低语者,9,52050101,150,7,4800,9,9600,29,4800,6,52020,8,5250,10,10400,30,4800,99,4005400
1029010,52050101,低语者,10,52050101,180,7,6350,9,12700,29,6350,6,68760,8,6940,10,13750,30,6350,99,5296700
1029011,52050101,低语者,11,52050101,220,7,8170,9,16340,29,8170,6,88560,8,8940,10,17710,30,8170,99,6818700
1029012,52050101,低语者,12,52050101,260,7,10300,9,20600,29,10300,6,111630,8,11270,10,22330,30,10300,99,8596100
1029013,52050101,低语者,13,52050101,310,7,12750,9,25500,29,12750,6,138170,8,13950,10,27630,30,12750,99,10639900
1029014,52050101,低语者,14,52050101,350,7,15540,9,31080,29,15540,6,168370,8,17000,10,33670,30,15540,99,12966900
1029015,52050101,低语者,15,52050101,400,7,18690,9,37380,29,18690,6,202430,8,20440,10,40490,30,18690,99,15593100
1029016,52050101,低语者,16,52050101,460,7,22200,9,44400,29,22200,6,240510,8,24280,10,48100,30,22200,99,18523200
1029017,52050101,低语者,17,52050101,520,7,26110,9,52220,29,26110,6,282820,8,28550,10,56560,30,26110,99,21783400
1029018,52050101,低语者,18,52050101,580,7,30420,9,60840,29,30420,6,329520,8,33270,10,65900,30,30420,99,25380400
1029019,52050101,低语者,19,52050101,640,7,35150,9,70300,29,35150,6,380790,8,38450,10,76160,30,35150,99,29328800
1029020,52050101,低语者,20,0,0,7,40320,9,80640,29,40320,6,436800,8,44100,10,87360,30,40320,99,33642000
2029001,52050201,绞杀者,1,52050201,3,7,170,9,340,29,170,6,1560,8,170,10,330,30,170,99,132700
2029002,52050201,绞杀者,2,52050201,6,7,320,9,640,29,320,6,2960,8,330,10,640,30,320,99,252200
2029003,52050201,绞杀者,3,52050201,12,7,670,9,1340,29,670,6,6230,8,690,10,1340,30,680,99,529600
2029004,52050201,绞杀者,4,52050201,24,7,1280,9,2560,29,1280,6,11970,8,1320,10,2570,30,1300,99,1013900
2029005,52050201,绞杀者,5,52050201,40,7,2220,9,4440,29,2220,6,20700,8,2290,10,4440,30,2240,99,1755000
2029006,52050201,绞杀者,6,52050201,64,7,3530,9,7060,29,3530,6,32920,8,3640,10,7070,30,3570,99,2791900
2029007,52050201,绞杀者,7,52050201,90,7,5270,9,10540,29,5270,6,49100,8,5430,10,10540,30,5320,99,4165000
2029008,52050201,绞杀者,8,52050201,120,7,7480,9,14960,29,7480,6,69660,8,7700,10,14960,30,7550,99,5910200
2029009,52050201,绞杀者,9,52050201,150,7,10200,9,20400,29,10200,6,95030,8,10500,10,20410,30,10300,99,8061100
2029010,52050201,绞杀者,10,52050201,180,7,13490,9,26980,29,13490,6,125620,8,13880,10,26970,30,13620,99,10657900
2029011,52050201,绞杀者,11,52050201,220,7,17370,9,34740,29,17370,6,161800,8,17880,10,34740,30,17540,99,13726000
2029012,52050201,绞杀者,12,52050201,260,7,21900,9,43800,29,21900,6,203950,8,22540,10,43790,30,22110,99,17303500
2029013,52050201,绞杀者,13,52050201,310,7,27100,9,54200,29,27100,6,252430,8,27900,10,54210,30,27370,99,21416100
2029014,52050201,绞杀者,14,52050201,350,7,33030,9,66060,29,33030,6,307610,8,34000,10,66050,30,33350,99,26098700
2029015,52050201,绞杀者,15,52050201,400,7,39710,9,79420,29,39710,6,369820,8,40870,10,79410,30,40100,99,31376900
2029016,52050201,绞杀者,16,52050201,460,7,47180,9,94360,29,47180,6,439400,8,48570,10,94360,30,47640,99,37281000
2029017,52050201,绞杀者,17,52050201,520,7,55480,9,110960,29,55480,6,516690,8,57110,10,110950,30,56020,99,43838300
2029018,52050201,绞杀者,18,52050201,580,7,64640,9,129280,29,64640,6,602010,8,66540,10,129270,30,65270,99,51076700
2029019,52050201,绞杀者,19,52050201,640,7,74690,9,149380,29,74690,6,695670,8,76890,10,149390,30,75430,99,59021900
2029020,52050201,绞杀者,20,0,0,7,85680,9,171360,29,85680,6,798000,8,88200,10,171360,30,86520,99,67704000
1030001,52050102,刃魔,1,52050102,3,7,80,9,160,29,80,6,840,8,90,10,170,30,90,99,67300
1030002,52050102,刃魔,2,52050102,6,7,160,9,320,29,160,6,1610,8,160,10,320,30,160,99,128200
1030003,52050102,刃魔,3,52050102,12,7,330,9,660,29,330,6,3380,8,340,10,660,30,340,99,267600
1030004,52050102,刃魔,4,52050102,24,7,640,9,1280,29,640,6,6490,8,650,10,1270,30,660,99,516300
1030005,52050102,刃魔,5,52050102,40,7,1110,9,2220,29,1110,6,11220,8,1130,10,2200,30,1140,99,894400
1030006,52050102,刃魔,6,52050102,64,7,1770,9,3540,29,1770,6,17850,8,1800,10,3500,30,1820,99,1425000
1030007,52050102,刃魔,7,52050102,90,7,2640,9,5280,29,2640,6,26610,8,2690,10,5220,30,2710,99,2125200
1030008,52050102,刃魔,8,52050102,120,7,3740,9,7480,29,3740,6,37760,8,3810,10,7410,30,3850,99,3013700
1030009,52050102,刃魔,9,52050102,150,7,5100,9,10200,29,5100,6,51520,8,5200,10,10100,30,5250,99,4110400
1030010,52050102,刃魔,10,52050102,180,7,6740,9,13480,29,6740,6,68100,8,6880,10,13360,30,6940,99,5434000
1030011,52050102,刃魔,11,52050102,220,7,8690,9,17380,29,8690,6,87710,8,8860,10,17200,30,8940,99,7001200
1030012,52050102,刃魔,12,52050102,260,7,10950,9,21900,29,10950,6,110560,8,11160,10,21680,30,11270,99,8823200
1030013,52050102,刃魔,13,52050102,310,7,13550,9,27100,29,13550,6,136840,8,13820,10,26840,30,13950,99,10920800
1030014,52050102,刃魔,14,52050102,350,7,16510,9,33020,29,16510,6,166760,8,16840,10,32700,30,17000,99,13307200
1030015,52050102,刃魔,15,52050102,400,7,19850,9,39700,29,19850,6,200480,8,20240,10,39320,30,20440,99,15998600
1030016,52050102,刃魔,16,52050102,460,7,23590,9,47180,29,23590,6,238200,8,24050,10,46720,30,24280,99,19010000
1030017,52050102,刃魔,17,52050102,520,7,27740,9,55480,29,27740,6,280100,8,28280,10,54930,30,28550,99,22353500
1030018,52050102,刃魔,18,52050102,580,7,32320,9,64640,29,32320,6,326350,8,32950,10,64000,30,33270,99,26045000
1030019,52050102,刃魔,19,52050102,640,7,37350,9,74700,29,37350,6,377130,8,38080,10,73960,30,38450,99,30098600
1030020,52050102,刃魔,20,0,0,7,42840,9,85680,29,42840,6,432600,8,43680,10,84840,30,44100,99,34524000
2030001,52050202,狂魔,1,52050202,3,7,170,9,340,29,170,6,1720,8,170,10,330,30,170,99,135900
2030002,52050202,狂魔,2,52050202,6,7,320,9,640,29,320,6,3280,8,320,10,630,30,320,99,257100
2030003,52050202,狂魔,3,52050202,12,7,660,9,1320,29,660,6,6890,8,680,10,1330,30,680,99,538300
2030004,52050202,狂魔,4,52050202,24,7,1270,9,2540,29,1270,6,13230,8,1300,10,2540,30,1300,99,1032600
2030005,52050202,狂魔,5,52050202,40,7,2200,9,4400,29,2200,6,22880,8,2240,10,4400,30,2240,99,1785600
2030006,52050202,狂魔,6,52050202,64,7,3500,9,7000,29,3500,6,36390,8,3570,10,7000,30,3570,99,2841800
2030007,52050202,狂魔,7,52050202,90,7,5220,9,10440,29,5220,6,54260,8,5320,10,10440,30,5320,99,4237200
2030008,52050202,狂魔,8,52050202,120,7,7410,9,14820,29,7410,6,76990,8,7550,10,14810,30,7550,99,6013300
2030009,52050202,狂魔,9,52050202,150,7,10100,9,20200,29,10100,6,105040,8,10300,10,20210,30,10300,99,8201300
2030010,52050202,狂魔,10,52050202,180,7,13360,9,26720,29,13360,6,138840,8,13620,10,26710,30,13620,99,10844300
2030011,52050202,狂魔,11,52050202,220,7,17200,9,34400,29,17200,6,178830,8,17540,10,34400,30,17540,99,13964600
2030012,52050202,狂魔,12,52050202,260,7,21680,9,43360,29,21680,6,225410,8,22110,10,43370,30,22110,99,17602700
2030013,52050202,狂魔,13,52050202,310,7,26840,9,53680,29,26840,6,279000,8,27370,10,53670,30,27370,99,21789500
2030014,52050202,狂魔,14,52050202,350,7,32700,9,65400,29,32700,6,339990,8,33350,10,65410,30,33350,99,26550300
2030015,52050202,狂魔,15,52050202,400,7,39320,9,78640,29,39320,6,408750,8,40100,10,78630,30,40100,99,31922500
2030016,52050202,狂魔,16,52050202,460,7,46720,9,93440,29,46720,6,485660,8,47640,10,93430,30,47640,99,37928700
2030017,52050202,狂魔,17,52050202,520,7,54930,9,109860,29,54930,6,571080,8,56020,10,109860,30,56020,99,44597600
2030018,52050202,狂魔,18,52050202,580,7,64000,9,128000,29,64000,6,665380,8,65270,10,128010,30,65270,99,51962100
2030019,52050202,狂魔,19,52050202,640,7,73960,9,147920,29,73960,6,768900,8,75430,10,147920,30,75430,99,60048000
2030020,52050202,狂魔,20,0,0,7,84840,9,169680,29,84840,6,882000,8,86520,10,169680,30,86520,99,68880000
1031001,52050103,渎神者,1,52050103,3,7,80,9,160,29,80,6,850,8,80,10,170,30,90,99,66500
1031002,52050103,渎神者,2,52050103,6,7,150,9,300,29,150,6,1620,8,150,10,320,30,160,99,124400
1031003,52050103,渎神者,3,52050103,12,7,320,9,640,29,320,6,3410,8,310,10,680,30,340,99,263200
1031004,52050103,渎神者,4,52050103,24,7,620,9,1240,29,620,6,6550,8,600,10,1300,30,650,99,507000
1031005,52050103,渎神者,5,52050103,40,7,1080,9,2160,29,1080,6,11330,8,1030,10,2240,30,1130,99,878600
1031006,52050103,渎神者,6,52050103,64,7,1720,9,3440,29,1720,6,18020,8,1650,10,3570,30,1800,99,1399900
1031007,52050103,渎神者,7,52050103,90,7,2560,9,5120,29,2560,6,26870,8,2450,10,5320,30,2690,99,2085400
1031008,52050103,渎神者,8,52050103,120,7,3630,9,7260,29,3630,6,38130,8,3480,10,7550,30,3810,99,2958100
1031009,52050103,渎神者,9,52050103,150,7,4950,9,9900,29,4950,6,52020,8,4750,10,10300,30,5200,99,4035400
1031010,52050103,渎神者,10,52050103,180,7,6550,9,13100,29,6550,6,68760,8,6280,10,13620,30,6880,99,5337200
1031011,52050103,渎神者,11,52050103,220,7,8430,9,16860,29,8430,6,88560,8,8090,10,17540,30,8860,99,6872200
1031012,52050103,渎神者,12,52050103,260,7,10630,9,21260,29,10630,6,111630,8,10200,10,22110,30,11160,99,8663100
1031013,52050103,渎神者,13,52050103,310,7,13150,9,26300,29,13150,6,138170,8,12620,10,27370,30,13820,99,10720900
1031014,52050103,渎神者,14,52050103,350,7,16030,9,32060,29,16030,6,168370,8,15380,10,33350,30,16840,99,13065900
1031015,52050103,渎神者,15,52050103,400,7,19270,9,38540,29,19270,6,202430,8,18490,10,40100,30,20240,99,15707600
1031016,52050103,渎神者,16,52050103,460,7,22900,9,45800,29,22900,6,240510,8,21970,10,47640,30,24050,99,18664200
1031017,52050103,渎神者,17,52050103,520,7,26920,9,53840,29,26920,6,282820,8,25830,10,56020,30,28280,99,21944400
1031018,52050103,渎神者,18,52050103,580,7,31370,9,62740,29,31370,6,329520,8,30100,10,65270,30,32950,99,25569900
1031019,52050103,渎神者,19,52050103,640,7,36250,9,72500,29,36250,6,380790,8,34780,10,75430,30,38080,99,29548300
1031020,52050103,渎神者,20,0,0,7,41580,9,83160,29,41580,6,436800,8,39900,10,86520,30,43680,99,33894000
2031001,52050203,邪术师,1,52050203,3,7,160,9,320,29,160,6,1640,8,160,10,310,30,160,99,128300
2031002,52050203,邪术师,2,52050203,6,7,300,9,600,29,300,6,3120,8,310,10,600,30,310,99,244400
2031003,52050203,邪术师,3,52050203,12,7,640,9,1280,29,640,6,6560,8,660,10,1260,30,660,99,518200
2031004,52050203,邪术师,4,52050203,24,7,1220,9,2440,29,1220,6,12600,8,1260,10,2420,30,1260,99,991000
2031005,52050203,邪术师,5,52050203,40,7,2110,9,4220,29,2110,6,21790,8,2180,10,4180,30,2180,99,1713800
2031006,52050203,邪术师,6,52050203,64,7,3360,9,6720,29,3360,6,34650,8,3470,10,6650,30,3470,99,2727500
2031007,52050203,邪术师,7,52050203,90,7,5010,9,10020,29,5010,6,51680,8,5170,10,9920,30,5170,99,4066600
2031008,52050203,邪术师,8,52050203,120,7,7110,9,14220,29,7110,6,73330,8,7330,10,14080,30,7330,99,5769600
2031009,52050203,邪术师,9,52050203,150,7,9700,9,19400,29,9700,6,100040,8,10000,10,19210,30,10000,99,7871300
2031010,52050203,邪术师,10,52050203,180,7,12830,9,25660,29,12830,6,132230,8,13220,10,25390,30,13220,99,10407100
2031011,52050203,邪术师,11,52050203,220,7,16520,9,33040,29,16520,6,170310,8,17030,10,32700,30,17030,99,13403200
2031012,52050203,邪术师,12,52050203,260,7,20820,9,41640,29,20820,6,214680,8,21470,10,41220,30,21470,99,16894600
2031013,52050203,邪术师,13,52050203,310,7,25770,9,51540,29,25770,6,265720,8,26570,10,51020,30,26570,99,20910400
2031014,52050203,邪术师,14,52050203,350,7,31410,9,62820,29,31410,6,323800,8,32380,10,62170,30,32380,99,25483500
2031015,52050203,邪术师,15,52050203,400,7,37760,9,75520,29,37760,6,389280,8,38930,10,74740,30,38930,99,30636600
2031016,52050203,邪术师,16,52050203,460,7,44870,9,89740,29,44870,6,462530,8,46250,10,88810,30,46250,99,36402100
2031017,52050203,邪术师,17,52050203,520,7,52760,9,105520,29,52760,6,543890,8,54390,10,104430,30,54390,99,42805300
2031018,52050203,邪术师,18,52050203,580,7,61470,9,122940,29,61470,6,633690,8,63370,10,121670,30,63370,99,49872300
2031019,52050203,邪术师,19,52050203,640,7,71030,9,142060,29,71030,6,732290,8,73230,10,140600,30,73230,99,57630800
2031020,52050203,邪术师,20,0,0,7,81480,9,162960,29,81480,6,840000,8,84000,10,161280,30,84000,99,66108000
1032001,52050104,冥河恶魔,1,52050104,3,7,80,9,160,29,80,6,840,8,80,10,170,30,80,99,65300
1032002,52050104,冥河恶魔,2,52050104,6,7,150,9,300,29,150,6,1590,8,150,10,320,30,150,99,122800
1032003,52050104,冥河恶魔,3,52050104,12,7,310,9,620,29,310,6,3350,8,320,10,680,30,320,99,258000
1032004,52050104,冥河恶魔,4,52050104,24,7,600,9,1200,29,600,6,6420,8,610,10,1310,30,610,99,495900
1032005,52050104,冥河恶魔,5,52050104,40,7,1030,9,2060,29,1030,6,11110,8,1060,10,2270,30,1060,99,856700
1032006,52050104,冥河恶魔,6,52050104,64,7,1650,9,3300,29,1650,6,17670,8,1680,10,3600,30,1680,99,1364400
1032007,52050104,冥河恶魔,7,52050104,90,7,2450,9,4900,29,2450,6,26360,8,2510,10,5370,30,2510,99,2032700
1032008,52050104,冥河恶魔,8,52050104,120,7,3480,9,6960,29,3480,6,37400,8,3560,10,7630,30,3560,99,2885500
1032009,52050104,冥河恶魔,9,52050104,150,7,4750,9,9500,29,4750,6,51020,8,4850,10,10400,30,4850,99,3935400
1032010,52050104,冥河恶魔,10,52050104,180,7,6280,9,12560,29,6280,6,67440,8,6410,10,13750,30,6410,99,5202300
1032011,52050104,冥河恶魔,11,52050104,220,7,8090,9,16180,29,8090,6,86860,8,8260,10,17710,30,8260,99,6701700
1032012,52050104,冥河恶魔,12,52050104,260,7,10200,9,20400,29,10200,6,109490,8,10410,10,22330,30,10410,99,8448300
1032013,52050104,冥河恶魔,13,52050104,310,7,12620,9,25240,29,12620,6,135520,8,12890,10,27630,30,12890,99,10455900
1032014,52050104,冥河恶魔,14,52050104,350,7,15380,9,30760,29,15380,6,165140,8,15700,10,33670,30,15700,99,12740300
