lazyid,id ,name,lv,needitem,neednum,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6
1041015,52060106,独眼巨人,15,52060106,400,7,18880,6,202430,8,19460,10,39320,30,19070,99,11755600
1041016,52060106,独眼巨人,16,52060106,460,7,22430,6,240510,8,23130,10,46720,30,22660,99,13968200
1041017,52060106,独眼巨人,17,52060106,520,7,26380,6,282820,8,27190,10,54930,30,26650,99,16424900
1041018,52060106,独眼巨人,18,52060106,580,7,30730,6,329520,8,31680,10,64000,30,31050,99,19136400
1041019,52060106,独眼巨人,19,52060106,640,7,35520,6,380790,8,36610,10,73960,30,35880,99,22114800
1041020,52060106,独眼巨人,20,0,0,7,40740,6,436800,8,42000,10,84840,30,41160,99,25368000
2041001,52060206,独眼巨魔,1,52060206,3,7,160,6,1590,8,160,10,330,30,160,99,96300
2041002,52060206,独眼巨魔,2,52060206,6,7,310,6,3030,8,310,10,640,30,300,99,184600
2041003,52060206,独眼巨魔,3,52060206,12,7,650,6,6360,8,650,10,1340,30,640,99,388200
2041004,52060206,独眼巨魔,4,52060206,24,7,1250,6,12220,8,1250,10,2570,30,1220,99,744900
2041005,52060206,独眼巨魔,5,52060206,40,7,2160,6,21130,8,2160,10,4440,30,2110,99,1287600
2041006,52060206,独眼巨魔,6,52060206,64,7,3430,6,33610,8,3430,10,7070,30,3360,99,2047700
2041007,52060206,独眼巨魔,7,52060206,90,7,5120,6,50130,8,5120,10,10540,30,5010,99,3054600
2041008,52060206,独眼巨魔,8,52060206,120,7,7260,6,71130,8,7260,10,14960,30,7110,99,4333600
2041009,52060206,独眼巨魔,9,52060206,150,7,9900,6,97040,8,9900,10,20410,30,9700,99,5911300
2041010,52060206,独眼巨魔,10,52060206,180,7,13090,6,128260,8,13090,10,26970,30,12830,99,7814700
2041011,52060206,独眼巨魔,11,52060206,220,7,16860,6,165200,8,16860,10,34740,30,16520,99,10065000
2041012,52060206,独眼巨魔,12,52060206,260,7,21250,6,208240,8,21250,10,43790,30,20820,99,12686300
2041013,52060206,独眼巨魔,13,52060206,310,7,26310,6,257750,8,26310,10,54210,30,25770,99,15704500
2041014,52060206,独眼巨魔,14,52060206,350,7,32060,6,314080,8,32060,10,66050,30,31410,99,19137100
2041015,52060206,独眼巨魔,15,52060206,400,7,38540,6,377600,8,38540,10,79410,30,37760,99,23006500
2041016,52060206,独眼巨魔,16,52060206,460,7,45790,6,448650,8,45790,10,94360,30,44870,99,27336000
2041017,52060206,独眼巨魔,17,52060206,520,7,53840,6,527570,8,53840,10,110950,30,52760,99,32142900
2041018,52060206,独眼巨魔,18,52060206,580,7,62740,6,614680,8,62740,10,129270,30,61470,99,37452100
2041019,52060206,独眼巨魔,19,52060206,640,7,72500,6,710320,8,72500,10,149390,30,71030,99,43278900
2041020,52060206,独眼巨魔,20,0,0,7,83160,6,814800,8,83160,10,171360,30,81480,99,49644000
1042001,52060107,比蒙,1,52060107,3,7,80,6,790,8,80,10,170,30,90,99,49300
1042002,52060107,比蒙,2,52060107,6,7,150,6,1500,8,150,10,320,30,160,99,92000
1042003,52060107,比蒙,3,52060107,12,7,320,6,3150,8,320,10,680,30,340,99,195000
1042004,52060107,比蒙,4,52060107,24,7,610,6,6050,8,620,10,1310,30,650,99,374500
1042005,52060107,比蒙,5,52060107,40,7,1060,6,10460,8,1070,10,2270,30,1130,99,648700
1042006,52060107,比蒙,6,52060107,64,7,1680,6,16630,8,1700,10,3600,30,1800,99,1030600
1042007,52060107,比蒙,7,52060107,90,7,2510,6,24810,8,2530,10,5370,30,2690,99,1537700
1042008,52060107,比蒙,8,52060107,120,7,3560,6,35200,8,3590,10,7630,30,3810,99,2181500
1042009,52060107,比蒙,9,52060107,150,7,4850,6,48020,8,4900,10,10400,30,5200,99,2975400
1042010,52060107,比蒙,10,52060107,180,7,6410,6,63470,8,6480,10,13750,30,6880,99,3933900
1042011,52060107,比蒙,11,52060107,220,7,8260,6,81750,8,8350,10,17710,30,8860,99,5067500
1042012,52060107,比蒙,12,52060107,260,7,10410,6,103050,8,10520,10,22330,30,11160,99,6386500
1042013,52060107,比蒙,13,52060107,310,7,12890,6,127540,8,13020,10,27630,30,13820,99,7905300
1042014,52060107,比蒙,14,52060107,350,7,15700,6,155420,8,15870,10,33670,30,16840,99,9632900
1042015,52060107,比蒙,15,52060107,400,7,18880,6,186860,8,19070,10,40490,30,20240,99,11580700
1042016,52060107,比蒙,16,52060107,460,7,22430,6,222010,8,22660,10,48100,30,24050,99,13759200
1042017,52060107,比蒙,17,52060107,520,7,26380,6,261070,8,26650,10,56560,30,28280,99,16180400
1042018,52060107,比蒙,18,52060107,580,7,30730,6,304170,8,31050,10,65900,30,32950,99,18851400
1042019,52060107,比蒙,19,52060107,640,7,35520,6,351500,8,35880,10,76160,30,38080,99,21786000
1042020,52060107,比蒙,20,0,0,7,40740,6,403200,8,41160,10,87360,30,43680,99,24990000
2042001,52060207,利刃比蒙,1,52060207,3,7,170,6,1670,8,170,10,310,30,160,99,98900
2042002,52060207,利刃比蒙,2,52060207,6,7,330,6,3180,8,320,10,590,30,300,99,188100
2042003,52060207,利刃比蒙,3,52060207,12,7,690,6,6690,8,670,10,1250,30,630,99,395300
2042004,52060207,利刃比蒙,4,52060207,24,7,1320,6,12850,8,1280,10,2390,30,1210,99,757500
2042005,52060207,利刃比蒙,5,52060207,40,7,2290,6,22220,8,2220,10,4140,30,2090,99,1311400
2042006,52060207,利刃比蒙,6,52060207,64,7,3640,6,35350,8,3530,10,6580,30,3330,99,2086000
2042007,52060207,利刃比蒙,7,52060207,90,7,5430,6,52710,8,5270,10,9820,30,4960,99,3111200
2042008,52060207,利刃比蒙,8,52060207,120,7,7700,6,74790,8,7480,10,13930,30,7040,99,4414300
2042009,52060207,利刃比蒙,9,52060207,150,7,10500,6,102040,8,10200,10,19010,30,9600,99,6021300
2042010,52060207,利刃比蒙,10,52060207,180,7,13880,6,134870,8,13490,10,25120,30,12690,99,7959400
2042011,52060207,利刃比蒙,11,52060207,220,7,17880,6,173720,8,17370,10,32360,30,16350,99,10252400
2042012,52060207,利刃比蒙,12,52060207,260,7,22540,6,218970,8,21900,10,40790,30,20610,99,12923900
2042013,52060207,利刃比蒙,13,52060207,310,7,27900,6,271030,8,27100,10,50490,30,25510,99,15996100
2042014,52060207,利刃比蒙,14,52060207,350,7,34000,6,330270,8,33030,10,61520,30,31080,99,19492400
2042015,52060207,利刃比蒙,15,52060207,400,7,40870,6,397070,8,39710,10,73960,30,37370,99,23434400
2042016,52060207,利刃比蒙,16,52060207,460,7,48570,6,471780,8,47180,10,87880,30,44400,99,27844600
2042017,52060207,利刃比蒙,17,52060207,520,7,57110,6,554760,8,55480,10,103340,30,52210,99,32742200
2042018,52060207,利刃比蒙,18,52060207,580,7,66540,6,646370,8,64640,10,120400,30,60830,99,38148400
2042019,52060207,利刃比蒙,19,52060207,640,7,76890,6,746940,8,74690,10,139130,30,70300,99,44083300
2042020,52060207,利刃比蒙,20,0,0,7,88200,6,856800,8,85680,10,159600,30,80640,99,50568000
